Location,What,Value,Unit
GPU[1].L2Cache[10],req_average_latency,1.1699999999999905e-07,second
GPU[1].SA[0].L1VCache[0],read-hit,8.0,count
GPU[1].SA[0].L1VCache[0],read-miss,3.0,count
GPU[1].SA[0].L1VCache[0],read-mshr-hit,13.0,count
GPU[1].SA[0].L1VCache[0],write-hit,0.0,count
GPU[1].SA[0].L1VCache[0],write-miss,1.0,count
GPU[1].SA[0].L1VCache[0],write-mshr-hit,0.0,count
GPU[1].SA[0].L1SCache,read-hit,0.0,count
GPU[1].SA[0].L1SCache,read-miss,2.0,count
GPU[1].SA[0].L1SCache,read-mshr-hit,2.0,count
GPU[1].SA[0].L1SCache,write-hit,0.0,count
GPU[1].SA[0].L1SCache,write-miss,0.0,count
GPU[1].SA[0].L1SCache,write-mshr-hit,0.0,count
GPU[1].SA[0].L1ICache,read-hit,34.0,count
GPU[1].SA[0].L1ICache,read-miss,21.0,count
GPU[1].SA[0].L1ICache,read-mshr-hit,0.0,count
GPU[1].SA[0].L1ICache,write-hit,0.0,count
GPU[1].SA[0].L1ICache,write-miss,0.0,count
GPU[1].SA[0].L1ICache,write-mshr-hit,0.0,count
GPU[1].L2Cache[0],read-hit,0.0,count
GPU[1].L2Cache[0],read-miss,7.0,count
GPU[1].L2Cache[0],read-mshr-hit,0.0,count
GPU[1].L2Cache[0],write-hit,0.0,count
GPU[1].L2Cache[0],write-miss,1.0,count
GPU[1].L2Cache[0],write-mshr-hit,0.0,count
GPU[1].L2Cache[1],read-hit,0.0,count
GPU[1].L2Cache[1],read-miss,2.0,count
GPU[1].L2Cache[1],read-mshr-hit,0.0,count
GPU[1].L2Cache[1],write-hit,0.0,count
GPU[1].L2Cache[1],write-miss,0.0,count
GPU[1].L2Cache[1],write-mshr-hit,0.0,count
GPU[1].L2Cache[2],read-hit,0.0,count
GPU[1].L2Cache[2],read-miss,2.0,count
GPU[1].L2Cache[2],read-mshr-hit,0.0,count
GPU[1].L2Cache[2],write-hit,0.0,count
GPU[1].L2Cache[2],write-miss,0.0,count
GPU[1].L2Cache[2],write-mshr-hit,0.0,count
GPU[1].L2Cache[3],read-hit,0.0,count
GPU[1].L2Cache[3],read-miss,2.0,count
GPU[1].L2Cache[3],read-mshr-hit,0.0,count
GPU[1].L2Cache[3],write-hit,0.0,count
GPU[1].L2Cache[3],write-miss,0.0,count
GPU[1].L2Cache[3],write-mshr-hit,0.0,count
GPU[1].L2Cache[4],read-hit,0.0,count
GPU[1].L2Cache[4],read-miss,2.0,count
GPU[1].L2Cache[4],read-mshr-hit,0.0,count
GPU[1].L2Cache[4],write-hit,0.0,count
GPU[1].L2Cache[4],write-miss,0.0,count
GPU[1].L2Cache[4],write-mshr-hit,0.0,count
GPU[1].L2Cache[5],read-hit,0.0,count
GPU[1].L2Cache[5],read-miss,2.0,count
GPU[1].L2Cache[5],read-mshr-hit,0.0,count
GPU[1].L2Cache[5],write-hit,0.0,count
GPU[1].L2Cache[5],write-miss,0.0,count
GPU[1].L2Cache[5],write-mshr-hit,0.0,count
GPU[1].L2Cache[6],read-hit,0.0,count
GPU[1].L2Cache[6],read-miss,2.0,count
GPU[1].L2Cache[6],read-mshr-hit,0.0,count
GPU[1].L2Cache[6],write-hit,0.0,count
GPU[1].L2Cache[6],write-miss,0.0,count
GPU[1].L2Cache[6],write-mshr-hit,0.0,count
GPU[1].L2Cache[7],read-hit,0.0,count
GPU[1].L2Cache[7],read-miss,2.0,count
GPU[1].L2Cache[7],read-mshr-hit,0.0,count
GPU[1].L2Cache[7],write-hit,0.0,count
GPU[1].L2Cache[7],write-miss,0.0,count
GPU[1].L2Cache[7],write-mshr-hit,0.0,count
GPU[1].L2Cache[8],read-hit,0.0,count
GPU[1].L2Cache[8],read-miss,2.0,count
GPU[1].L2Cache[8],read-mshr-hit,0.0,count
GPU[1].L2Cache[8],write-hit,0.0,count
GPU[1].L2Cache[8],write-miss,0.0,count
GPU[1].L2Cache[8],write-mshr-hit,0.0,count
GPU[1].L2Cache[9],read-hit,0.0,count
GPU[1].L2Cache[9],read-miss,2.0,count
GPU[1].L2Cache[9],read-mshr-hit,0.0,count
GPU[1].L2Cache[9],write-hit,0.0,count
GPU[1].L2Cache[9],write-miss,0.0,count
GPU[1].L2Cache[9],write-mshr-hit,0.0,count
GPU[1].L2Cache[10],read-hit,0.0,count
GPU[1].L2Cache[10],read-miss,1.0,count
GPU[1].L2Cache[10],read-mshr-hit,0.0,count
GPU[1].L2Cache[10],write-hit,0.0,count
GPU[1].L2Cache[10],write-miss,0.0,count
GPU[1].L2Cache[10],write-mshr-hit,0.0,count
GPU[1].SA[0].L1VTLB[0],hit,8.0,count
GPU[1].SA[0].L1VTLB[0],miss,4.0,count
GPU[1].SA[0].L1VTLB[0],mshr-hit,13.0,count
GPU[1].SA[0].L1STLB,hit,0.0,count
GPU[1].SA[0].L1STLB,miss,2.0,count
GPU[1].SA[0].L1STLB,mshr-hit,2.0,count
GPU[1].SA[0].L1ITLB,hit,20.0,count
GPU[1].SA[0].L1ITLB,miss,1.0,count
GPU[1].SA[0].L1ITLB,mshr-hit,0.0,count
GPU[1].L2TLB,hit,0.0,count
GPU[1].L2TLB,miss,7.0,count
GPU[1].L2TLB,mshr-hit,0.0,count
GPU[1].RDMA,outgoing_trans_count,0.0,count
GPU[1].RDMA,incoming_trans_count,0.0,count
GPU[1].DRAM[0],read_trans_count,8.0,count
GPU[1].DRAM[0],write_trans_count,6.0,count
GPU[1].DRAM[0],read_avg_latency,1.0000000000000074e-07,second
GPU[1].DRAM[0],write_avg_latency,9.999999999999932e-08,second
GPU[1].DRAM[0],read_size,512.0,bytes
GPU[1].DRAM[0],write_size,352.0,bytes
GPU[1].DRAM[1],read_trans_count,2.0,count
GPU[1].DRAM[1],write_trans_count,2.0,count
GPU[1].DRAM[1],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[1],write_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[1],read_size,128.0,bytes
GPU[1].DRAM[1],write_size,128.0,bytes
GPU[1].DRAM[2],read_trans_count,2.0,count
GPU[1].DRAM[2],write_trans_count,2.0,count
GPU[1].DRAM[2],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[2],write_avg_latency,9.999999999999904e-08,second
GPU[1].DRAM[2],read_size,128.0,bytes
GPU[1].DRAM[2],write_size,128.0,bytes
GPU[1].DRAM[3],read_trans_count,2.0,count
GPU[1].DRAM[3],write_trans_count,2.0,count
GPU[1].DRAM[3],read_avg_latency,9.999999999999565e-08,second
GPU[1].DRAM[3],write_avg_latency,9.999999999999904e-08,second
GPU[1].DRAM[3],read_size,128.0,bytes
GPU[1].DRAM[3],write_size,128.0,bytes
GPU[1].DRAM[4],read_trans_count,2.0,count
GPU[1].DRAM[4],write_trans_count,2.0,count
GPU[1].DRAM[4],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[4],write_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[4],read_size,128.0,bytes
GPU[1].DRAM[4],write_size,128.0,bytes
GPU[1].DRAM[5],read_trans_count,2.0,count
GPU[1].DRAM[5],write_trans_count,2.0,count
GPU[1].DRAM[5],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[5],write_avg_latency,9.999999999999904e-08,second
GPU[1].DRAM[5],read_size,128.0,bytes
GPU[1].DRAM[5],write_size,128.0,bytes
GPU[1].DRAM[6],read_trans_count,2.0,count
GPU[1].DRAM[6],write_trans_count,2.0,count
GPU[1].DRAM[6],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[6],write_avg_latency,9.999999999999904e-08,second
GPU[1].DRAM[6],read_size,128.0,bytes
GPU[1].DRAM[6],write_size,128.0,bytes
GPU[1].DRAM[7],read_trans_count,2.0,count
GPU[1].DRAM[7],write_trans_count,2.0,count
GPU[1].DRAM[7],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[7],write_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[7],read_size,128.0,bytes
GPU[1].DRAM[7],write_size,128.0,bytes
GPU[1].DRAM[8],read_trans_count,2.0,count
GPU[1].DRAM[8],write_trans_count,2.0,count
GPU[1].DRAM[8],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[8],write_avg_latency,9.999999999999904e-08,second
GPU[1].DRAM[8],read_size,128.0,bytes
GPU[1].DRAM[8],write_size,100.0,bytes
GPU[1].DRAM[9],read_trans_count,2.0,count
GPU[1].DRAM[9],write_trans_count,0.0,count
GPU[1].DRAM[9],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[9],write_avg_latency,0.0,second
GPU[1].DRAM[9],read_size,128.0,bytes
GPU[1].DRAM[9],write_size,0.0,bytes
GPU[1].DRAM[10],read_trans_count,1.0,count
GPU[1].DRAM[10],write_trans_count,0.0,count
GPU[1].DRAM[10],read_avg_latency,1.0000000000000243e-07,second
GPU[1].DRAM[10],write_avg_latency,0.0,second
GPU[1].DRAM[10],read_size,64.0,bytes
GPU[1].DRAM[10],write_size,0.0,bytes
GPU[1].DRAM[11],read_trans_count,0.0,count
GPU[1].DRAM[11],write_trans_count,0.0,count
GPU[1].DRAM[11],read_avg_latency,0.0,second
GPU[1].DRAM[11],write_avg_latency,0.0,second
GPU[1].DRAM[11],read_size,0.0,bytes
GPU[1].DRAM[11],write_size,0.0,bytes
GPU[1].DRAM[12],read_trans_count,0.0,count
GPU[1].DRAM[12],write_trans_count,0.0,count
GPU[1].DRAM[12],read_avg_latency,0.0,second
GPU[1].DRAM[12],write_avg_latency,0.0,second
GPU[1].DRAM[12],read_size,0.0,bytes
GPU[1].DRAM[12],write_size,0.0,bytes
GPU[1].DRAM[13],read_trans_count,0.0,count
GPU[1].DRAM[13],write_trans_count,0.0,count
GPU[1].DRAM[13],read_avg_latency,0.0,second
GPU[1].DRAM[13],write_avg_latency,0.0,second
GPU[1].DRAM[13],read_size,0.0,bytes
GPU[1].DRAM[13],write_size,0.0,bytes
GPU[1].DRAM[14],read_trans_count,0.0,count
GPU[1].DRAM[14],write_trans_count,0.0,count
GPU[1].DRAM[14],read_avg_latency,0.0,second
GPU[1].DRAM[14],write_avg_latency,0.0,second
GPU[1].DRAM[14],read_size,0.0,bytes
GPU[1].DRAM[14],write_size,0.0,bytes
GPU[1].DRAM[15],read_trans_count,0.0,count
GPU[1].DRAM[15],write_trans_count,0.0,count
GPU[1].DRAM[15],read_avg_latency,0.0,second
GPU[1].DRAM[15],write_avg_latency,0.0,second
GPU[1].DRAM[15],read_size,0.0,bytes
GPU[1].DRAM[15],write_size,0.0,bytes
GPU[1].L2ToDRAM,read_trans_count,0.0,count
GPU[1].L2ToDRAM,write_trans_count,0.0,count
GPU[1].L2ToDRAM,read_avg_latency,0.0,second
GPU[1].L2ToDRAM,write_avg_latency,0.0,second
GPU[1].L2ToDRAM,read_size,0.0,bytes
GPU[1].L2ToDRAM,write_size,0.0,bytes
